t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3
1.0,350,106.6621,9.516,-0.3468,355,91.0595,9.1574,-0.1105,361,77.4126,8.6552,-0.2019,364,57.5623,9.431,0.0308,372,42.7068,9.8906,-0.3371,379,10.8775,11.2424,0.5716,-0.3602019363117654,0.0308,9.43352,58.53002000000001,-0.2940814439615865,9.91382617048512,43.72050561847075,-0.22402079663886845,9.970948880303041,43.751885254231134
1.1,350,107.6119,9.4807,-0.3776,355,91.9747,9.1465,-0.1619,361,78.2771,8.6348,-0.1784,364,58.5056,9.4351,0.0011,372,43.6941,9.8556,-0.3456,379,12.0046,11.3002,0.5541,-0.3992126090909227,0.0011,9.43363,59.473383000000005,-0.2938318121973177,9.88441802608896,44.70894742107966,-0.22040332913398447,9.948546800639154,44.74673993429505
1.2,350,108.5581,9.4425,-0.4065,355,92.8886,9.1313,-0.1791,361,79.1397,8.6172,-0.136,364,59.449,9.4327,-0.0193,372,44.6779,9.8194,-0.3473,379,13.1374,11.3561,0.5361,-0.4302974148051324,-0.0193,9.4317,60.41655300000001,-0.293868973572315,9.855034844869229,45.694450905566576,-0.2180205777229146,9.926506467725755,45.739390581067624
1.3,350,109.5003,9.4026,-0.3741,355,93.8008,9.112,-0.2198,361,80.0007,8.6027,-0.1071,364,60.392,9.4263,-0.0862,372,45.6581,9.7843,-0.3247,379,14.2757,11.4098,0.5089,-0.454698063480324,-0.0862,9.42308,61.358861000000005,-0.2904660606761128,9.825647947511998,46.677015700317774,-0.21561740245987965,9.904704409953464,46.72986102206298
1.4,350,110.4387,9.3639,-0.3495,355,94.7109,9.0894,-0.2489,361,80.8604,8.5917,-0.0768,364,61.3342,9.4177,-0.1048,372,46.6349,9.7524,-0.2843,379,15.4192,11.4595,0.4267,-0.474285395675742,-0.1048,9.4126,62.300121000000004,-0.2868158560410705,9.796601341444386,47.65667583446221,-0.21409693899219998,9.883142669707476,47.718175289033724
1.5,350,111.3733,9.3288,-0.3048,355,95.6186,9.065,-0.2569,361,81.7192,8.5844,-0.0467,364,62.2754,9.4072,-0.1262,372,47.6088,9.7254,-0.2377,379,16.5673,11.5028,0.3579,-0.4903196927194411,-0.1262,9.39998,63.24011900000001,-0.2828506075060085,9.76791975584028,48.63346781004624,-0.21313721961437038,9.861732975808257,48.70434858661454
1.6,350,112.3047,9.2989,-0.253,355,96.5239,9.0408,-0.2384,361,82.5774,8.5805,-0.0328,364,63.2155,9.3944,-0.1562,372,48.5802,9.7034,-0.1943,379,17.7193,11.5382,0.283,-0.5027762359418251,-0.1562,9.384360000000001,64.178555,-0.2775811248915414,9.73963469508968,49.60743127955521,-0.21217238947103553,9.84041925384682,49.68839051199923
1.7,350,113.2334,9.2745,-0.2105,355,97.4268,9.0183,-0.2181,361,83.4354,8.58,0.0179,364,64.1542,9.379,-0.1506,372,49.5496,9.6838,-0.1903,379,18.8745,11.5662,0.2228,-0.5112590778403411,-0.1506,9.3693,65.115485,-0.2699227087785111,9.711876582600524,50.578618937815264,-0.21063886388026595,9.819202014899716,50.6703107134892
1.8,350,114.1598,9.255,-0.1673,355,98.3276,8.9972,-0.2114,361,84.2936,8.5829,0.0703,364,65.0912,9.362,-0.1551,372,50.517,9.6633,-0.21,379,20.0323,11.5885,0.1312,-0.5152512961779814,-0.1551,9.35379,66.050864,-0.2602610334559678,9.684884311722673,51.547107368987525,-0.20842915910243384,9.79813812851169,51.65012452634036
1.9,350,115.0845,9.2389,-0.1453,355,99.2262,8.9755,-0.2291,361,85.1522,8.589,0.1151,364,66.0266,9.3462,-0.131,372,51.4822,9.6422,-0.1474,379,21.192,11.6063,0.101,-0.515525633965176,-0.131,9.34069,66.98493300000001,-0.2480897549207071,9.658858208377076,52.51299318982524,-0.20527894743871322,9.777295212601446,52.62785404760051
2.0,350,116.0077,9.2236,-0.1508,355,100.1226,8.9511,-0.2616,361,86.0115,8.5975,0.1137,364,66.9606,9.334,-0.0872,372,52.4455,9.6238,-0.1129,379,22.3532,11.6182,0.0549,-0.5148948884915481,-0.0872,9.33197,67.91813,-0.2349597908615932,9.634049232885005,53.47639811311374,-0.2016241775301337,9.756767317857575,53.60353077938627
2.1,350,116.9292,9.2071,-0.1684,355,101.0163,8.9232,-0.2976,361,86.8718,8.6079,0.134,364,67.8937,9.3266,-0.1138,372,53.4073,9.6114,-0.0626,379,23.5152,11.622,-0.0054,-0.5161120155199485,-0.1138,9.32059,68.850189,-0.219983455555555,9.610553253798845,54.43745343849362,-0.19734965810871336,9.736604900104561,54.57719126939672
2.2,350,117.849,9.1892,-0.1766,355,101.9071,8.8926,-0.3133,361,87.7332,8.6209,0.1765,364,68.8261,9.3226,-0.0649,372,54.3682,9.6064,-0.008,379,24.6772,11.6167,-0.1086,-0.520681737935958,-0.0649,9.3141,69.781599,-0.2042575922025787,9.588554908243289,55.396308929317954,-0.19273626319200393,9.71686993429369,55.54887826282609
2.3,350,118.767,9.1715,-0.1639,355,102.7948,8.8621,-0.2986,361,88.5962,8.6393,0.262,364,69.7573,9.3006,-0.067,372,55.329,9.6091,0.0689,379,25.8382,11.6036,-0.1818,-0.5268936579758985,-0.067,9.3074,70.712339,-0.1887929603560948,9.568129149023031,56.353121844220254,-0.18790036681415573,9.69759630797449,56.51863789362354
2.4,350,119.6834,9.1557,-0.14,355,103.6796,8.834,-0.2749,361,89.4615,8.6662,0.329,364,70.6872,9.2972,-0.083,372,56.2904,9.6188,0.1376,379,26.9976,11.5853,-0.2272,-0.5117347425846236,-0.083,9.2991,71.642249,-0.1729237002898373,9.54924985298742,57.308046829519,-0.1821176617501468,9.678806271293073,57.48651852075285
